Project ID,Project Name,Project local script,Fuel type,Country/Area,Subnational unit,Production Type,Status,Status detail,Status year,Discovery year,FID Year,Production start year,Operator,Owner(s),Parent(s),Government unit ID,Units (list of IDs),Wiki URL (project),Name Other,Latitude,Longitude,Location accuracy,Project location type,Onshore/Offshore,Project outline (WKT),Basin,Block(s)
L100001062462,Sanga-Sanga Block Oil and Gas Project (Indonesia),,oil and gas,Indonesia,,conventional,operating,,2024,,,,PT Pertamina Hulu Sanga Sanga,PT Pertamina Hulu Sanga Sanga [100%],PT Pertamina Hulu Sanga Sanga [100.0%],,"L100001062518, L100000312850, L100000312821",https://www.gem.wiki/Sanga-Sanga_Block_Oil_and_Gas_Project_(Indonesia),,-0.4570000,117.3380000,approximate,project level location,onshore,"MULTIPOLYGON (((116.9 -1.083333,116.916667 -1.083333,116.916667 -1.066667,116.966667 -1.066667,116.966667 -1.05,116.983333 -1.05,116.983333 -0.983333,117.016667 -0.983333,117.016667 -0.966667,117.033333 -0.966667,117.033333 -0.933333,117.05 -0.933333,117.05 -0.916667,117.066667 -0.916667,117.066667 -0.883333,117.1 -0.883333,117.1 -0.866667,117.116667 -0.866667,117.116667 -0.85,117.133333 -0.85,117.133333 -0.833333,117.15 -0.833333,117.15 -0.8,117.166667 -0.8,117.166667 -0.783333,117.183333 -0.783333,117.183333 -0.716667,117.2 -0.716667,117.2 -0.683333,117.216667 -0.683333,117.216667 -0.666667,117.233333 -0.666667,117.233333 -0.616667,117.25 -0.616667,117.25 -0.583333,117.266667 -0.583333,117.266667 -0.55,117.283333 -0.55,117.283333 -0.4,117.266667 -0.4,117.266667 -0.333333,117.266667 -0.3,117.283333 -0.3,117.283333 -0.25,117.25 -0.25,117.25 -0.216667,117.3 -0.216667,117.3 -0.2,117.316667 -0.2,117.316667 -0.166667,117.333333 -0.166667,117.333333 -0.116667,117.35 -0.116667,117.35 -0.083333,117.366667 -0.083333,117.366667 -0.05,117.383333 -0.05,117.383333 -0.033333,117.4 -0.033333,117.4 0.0,117.516667 0.0,117.516667 -0.033333,117.5 -0.033333,117.499861 -0.065306,117.49045 -0.0658,117.49045 -0.070756,117.481039 -0.070756,117.481522 -0.083333,117.477217 -0.083331,117.477217 -0.097997,117.4746 -0.097997,117.4746 -0.119297,117.470142 -0.119297,117.470142 -0.132672,117.464197 -0.132672,117.464197 -0.144064,117.460792 -0.144064,117.460236 -0.160403,117.457261 -0.160411,117.457261 -0.174278,117.450822 -0.174278,117.450822 -0.184681,117.444883 -0.184681,117.444883 -0.215392,117.437944 -0.215392,117.437944 -0.222822,117.424281 -0.222822,117.424281 -0.271211,117.423544 -0.27119,117.424072 -0.272104,117.425446 -0.274484,117.427729 -0.278122,117.430677 -0.282622,117.433055 -0.28626,117.435242 -0.288845,117.438571 -0.293058,117.442281 -0.297558,117.444754 -0.300718,117.446466 -0.302632,117.449224 -0.305218,117.451316 -0.306462,117.451982 -0.311154,117.450841 -0.31393,117.4497 -0.316707,117.449034 -0.318335,117.448178 -0.32159,117.447703 -0.324463,117.447513 -0.326186,117.447989 -0.328867,117.44932 -0.33375,117.450271 -0.335952,117.451223 -0.339208,117.451508 -0.341123,117.451603 -0.343995,117.451984 -0.346963,117.451984 -0.349931,117.452365 -0.352229,117.45265 -0.355102,117.453316 -0.357017,117.454743 -0.360272,117.456074 -0.362474,117.457025 -0.363719,117.458737 -0.364676,117.46102 -0.365633,117.462922 -0.367165,117.464159 -0.368889,117.464825 -0.370995,117.464825 -0.373101,117.465015 -0.376644,117.46492 -0.379229,117.46454 -0.382102,117.463732 -0.384965,117.462305 -0.387358,117.460165 -0.389752,117.456837 -0.390231,117.453746 -0.388795,117.452081 -0.386641,117.448514 -0.384965,117.446374 -0.383769,117.443046 -0.383529,117.439717 -0.38353,117.437101 -0.384727,117.435199 -0.386881,117.434724 -0.389753,117.436151 -0.392147,117.436151 -0.394541,117.4352 -0.396216,117.432109 -0.397174,117.430207 -0.399807,117.429018 -0.40268,117.429732 -0.405552,117.430683 -0.409142,117.431396 -0.412494,117.430445 -0.415845,117.430921 -0.418478,117.43211 -0.420393,117.434488 -0.421589,117.436152 -0.422786,117.437579 -0.424701,117.437579 -0.427573,117.436628 -0.429967,117.435202 -0.431403,117.432348 -0.431643,117.429733 -0.431164,117.42688 -0.431165,117.425215 -0.432601,117.424264 -0.434995,117.425453 -0.437149,117.427356 -0.439064,117.431636 -0.439063,117.434013 -0.439063,117.435202 -0.440739,117.436391 -0.442893,117.438531 -0.443132,117.440909 -0.441217,117.443762 -0.440499,117.444238 -0.443132,117.444951 -0.445765,117.44828 -0.447201,117.450896 -0.448637,117.453749 -0.450073,117.455176 -0.453424,117.454225 -0.461563,117.451135 -0.468505,117.445191 -0.475686,117.438771 -0.483346,117.437107 -0.487655,117.438059 -0.492682,117.438297 -0.498426,117.436395 -0.504411,117.432591 -0.513986,117.429976 -0.517816,117.429025 -0.520688,117.424983 -0.525476,117.420228 -0.529545,117.416186 -0.534572,117.411669 -0.542951,117.401445 -0.546542,117.398354 -0.546542,117.389794 -0.551809,117.383612 -0.559708,117.371962 -0.57096,117.366969 -0.574072,117.362926 -0.575269,117.35936 -0.575269,117.355793 -0.576466,117.351513 -0.577663,117.349135 -0.579578,117.348422 -0.582451,117.350087 -0.584366,117.347947 -0.585323,117.344296 -0.584845,117.3438 -0.585019,117.336183 -0.587704,117.325403 -0.591636,117.325403 -0.607925,117.316667 -0.607925,117.316667 -0.641222,117.308706 -0.641222,117.308706 -0.716506,117.289432 -0.716506,117.289378 -0.716667,117.28707 -0.723487,117.28707 -0.729591,117.286001 -0.74144,117.284575 -0.744671,117.283148 -0.749698,117.283149 -0.760829,117.282793 -0.77555,117.280297 -0.785245,117.278158 -0.796017,117.272451 -0.805353,117.263178 -0.81038,117.252689 -0.813842,117.250434 -0.836867,117.251037 -0.852489,117.250322 -0.866667,117.25 -0.866667,117.249597 -0.866667,117.249597 -0.905292,117.233333 -0.905292,117.233333 -0.916667,117.216667 -0.916667,117.216667 -0.933333,117.15 -0.933333,117.15 -0.95,117.133333 -0.95,117.133333 -0.983333,117.116667 -0.983333,117.116667 -1,117.083333 -1,117.083333 -1.016667,117.066667 -1.016667,117.066667 -1.059678,117.064242 -1.059678,117.064242 -1.058439,117.061272 -1.058439,117.061272 -1.057094,117.0583 -1.057094,117.0583 -1.055719,117.055328 -1.055719,117.055328 -1.054372,117.051936 -1.054372,117.051936 -1.052792,117.048722 -1.052792,117.048722 -1.051336,117.046247 -1.051336,117.046247 -1.050183,117.043603 -1.050183,117.043603 -1.055772,117.041411 -1.055772,117.041411 -1.062011,117.0397 -1.062011,117.0397 -1.065953,117.037003 -1.065953,117.037003 -1.086147,117.039131 -1.086147,117.039131 -1.085306,117.043058 -1.085306,117.043058 -1.083747,117.045967 -1.083747,117.045967 -1.081839,117.048606 -1.081839,117.048606 -1.089547,117.046489 -1.089547,117.046489 -1.094669,117.048033 -1.094669,117.048033 -1.1,117.05 -1.1,117.05 -1.116667,117.033333 -1.116667,117.033333 -1.133333,117.016667 -1.133333,117.016667 -1.183333,117.0 -1.183333,117.0 -1.2,116.983333 -1.2,116.983333 -1.233333,116.933333 -1.233333,116.933333 -1.183334,116.939253 -1.183333,116.939253 -1.116531,116.921733 -1.116531,116.921733 -1.112122,116.914883 -1.112122,116.914883 -1.107703,116.908192 -1.107703,116.908192 -1.1,116.9 -1.1,116.9 -1.083333)))",Kutei,Sanga Sanga; Sanga-Sanga; Sanga-Sanga Block
L100000317961,Sao Vang-Dai Nguyet Gas Project (Vietnam),,gas,Vietnam,,conventional,operating,,2021,2004,,2020,Idemitsu Gas Production,Idemitsu E&P [43%]; Vietnam Oil and Gas Group Co [20%]; INPEX Corp [36%],Idemitsu Kosan Co Ltd [43.1%]; INPEX Corp [36.9%]; Vietnam Oil and Gas Group Co [20.0%],,"L100000317992, L100000317961",https://www.gem.wiki/Sao_Vang-Dai_Nguyet_Gas_Project_(Vietnam),,8.5521000,108.4522000,exact,project level location,offshore,,,Block 05-1b; Block 05-1c
L100000320787,"Sapphire Gas Project (Queensland, Australia)",,gas,Australia,Queensland,unconventional,discovered,,2023,2023,,,Blue Energy,Blue Energy Ltd [100%],Blue Energy Ltd [100.0%],,L100000320787,"https://www.gem.wiki/Sapphire_Gas_Project_(Queensland,_Australia)",,-21.9735000,148.4121000,approximate,project level location,onshore,,Bowen,ATP814P
L100001063693,Sea Lion Oil and Gas Project (Falkland Islands),,oil and gas,Falkland Islands,,,in-development,actual,2025,2010,2025,,Navitas Petroleum,Rockhopper Exploration [35%]; Navitas Petroleum [65%],Navitas Petroleum [65.0%]; Rockhopper Exploration PLC [35.0%],,,https://www.gem.wiki/Sea_Lion_Oil_and_Gas_Project_(Falkland_Islands),,-49.2800000,-59.1400000,exact,project level location,offshore,,North Falkland,PL004b; PL032
L100000310842,"Sebei Gas Project (Qinghai, China)",涩北,gas,China,Qinghai,conventional,operating,,2024,1964,,1974,PetroChina Qianhai Oilfield,PetroChina Qianhai Oilfield Co [100%],PetroChina Co Ltd [100.0%],,"L100000322544, L100000322543, L100000321400","https://www.gem.wiki/Sebei_Gas_Project_(Qinghai,_China)",,37.2900000,94.1960000,exact,project level location,onshore,,Qaidam,
L100000324223,Senoro-Toili Oil and Gas Project (Indonesia),,oil and gas,Indonesia,,conventional,operating,,2024,1999,2011,2015,JOB Pertamina - Medco E&P Tomori Sulawesi,Tomori E&P Ltd [20%]; PT Medco E&P Tomori Sulawesi [30%]; PT Pertamina Hulu Energi Tomori Sulawesi [50%],PT Pertamina Hulu Energi Tomori Sulawesi [50.0%]; PT Medco E&P Tomori Sulawesi [30.0%]; Kogas [10.0%]; Mitsubishi Corp [10.0%],,"L100001062170, L100000312856",https://www.gem.wiki/Senoro-Toili_Oil_and_Gas_Project_(Indonesia),,-1.4600000,122.3900000,approximate,project level location,onshore,"MULTIPOLYGON (((122.08333 -1.7,122.11667 -1.7,122.11667 -1.71667,122.13333 -1.71667,122.13333 -1.73333,122.15 -1.73333,122.15 -1.78333,122.13333 -1.78333,122.13333 -1.8,122.1 -1.8,122.1 -1.81667,122.08333 -1.81667,122.08333 -1.83333,122.03333 -1.83333,122.03333 -1.85,122.01667 -1.85,122.01667 -1.86667,122.0 -1.86667,122.0 -1.88333,121.98333 -1.88333,121.98333 -1.9,121.96667 -1.9,121.96667 -1.91667,121.93333 -1.91667,121.93333 -1.9,121.91667 -1.9,121.91667 -1.85,121.93333 -1.85,121.93333 -1.83333,121.95 -1.83333,121.95 -1.81667,121.96667 -1.81667,121.96667 -1.8,121.98333 -1.8,121.98333 -1.78333,122.0 -1.78333,122.0 -1.76667,122.01667 -1.76667,122.01667 -1.75,122.05 -1.75,122.05 -1.73333,122.06667 -1.73333,122.06667 -1.71667,122.08333 -1.71667,122.08333 -1.7)),((122.43333 -1.33333,122.5 -1.33333,122.5 -1.41667,122.48333 -1.41667,122.48333 -1.43333,122.46667 -1.43333,122.46667 -1.45,122.43333 -1.45,122.43333 -1.46667,122.41667 -1.46667,122.41667 -1.48333,122.4 -1.48333,122.4 -1.5,122.36667 -1.5,122.36667 -1.48333,122.33333 -1.48333,122.33333 -1.43333,122.35 -1.43333,122.35 -1.41667,122.36667 -1.41667,122.36667 -1.4,122.41667 -1.4,122.41667 -1.36667,122.43333 -1.36667,122.43333 -1.33333)))",,Senoro-Toili
L100000324830,Sergipe-Alagoas Deepwater Oil and Gas Project (Brazil),,oil and gas,Brazil,,conventional,in-development,actual,2025,,2025,,,,,,"L100000320324, L100000320326, L100000320325",https://www.gem.wiki/Sergipe-Alagoas_Deepwater_Oil_and_Gas_Project_(Brazil),Sergipe Deepwater Project II,-11.2136333,-36.4606333,approximate,location derived from fields,offshore,,Sergipe,
L100000323373,"Severo-Urengoyskoye Oil and Gas Project (Yamalo-Nenets Autonomous Okrug, Russia)",Северо-Уренгойское,oil and gas,Russia,Yamalo-Nenets Autonomous Okrug,conventional,operating,,2023,,,,,,,,"L100000312097, L100000323372, L100000323373","https://www.gem.wiki/Severo-Urengoyskoye_Oil_and_Gas_Project_(Yamalo-Nenets_Autonomous_Okrug,_Russia)","North Urengoyskoye, Urengoyskoye Severnoye",67.4610000,77.1560000,exact,project level location,onshore,,West Siberian; Bolshoi Urengoy,Severo-Urengoyskoye field; Severo-Urengoyskoye field (Cenomanian deposits)
L100000320625,Shafag-Asiman Oil and Gas Project (Azerbaijan),,oil and gas,Azerbaijan,,conventional,discovered,,2024,1961,,,BP,State Oil Company of Azerbaijan Republic [50%]; BP PLC [50%],BP PLC [50.0%]; State Oil Company of Azerbaijan Republic [50.0%],,L100000320625,https://www.gem.wiki/Shafag-Asiman_Oil_and_Gas_Project_(Azerbaijan),"D8, D10",39.28,50.99,approximate,project level location,offshore,,,Shafag-Asiman
L100000312923,Shah Deniz Oil and Gas Project (Azerbaijan),Şahdəniz,oil and gas,Azerbaijan,,conventional,operating,,2025,1999,,2006,BP,BP PLC [29%]; MVM Zrt [5%]; National Iranian Oil Co [10%]; Türkiye Petrolleri Anonim Ortakligi [19%]; LUKOIL PJSC [19%]; Southern Gas Corridor CJSC [16%],BP PLC [30.0%]; LUKOIL PJSC [20.0%]; Türkiye Petrolleri Anonim Ortakligi [19.0%]; National Iranian Oil Co [10.0%]; Government of Azerbaijan [8.2%]; State Oil Company of Azerbaijan Republic [7.8%]; MVM Zrt [5.0%],,"L100001082606, L100001082607, L100001082605",https://www.gem.wiki/Shah_Deniz_Oil_and_Gas_Project_(Azerbaijan),King Sea,39.9370000,50.3770000,exact,project level location,offshore,,,Shah Deniz
L100000310833,"Shengli Oil Project (Shandong, China)",胜利,oil,China,Shandong,conventional,operating,,2025,1961,,1964,Sinopec Shengli Oilfield,Sinopec Shengli Oilfield Co [100%],Sinopec Corp [100.0%],,"L100000318961, L100000317141, L100000317143, L100000310833, L100000317144, L100000317142, L100000321262","https://www.gem.wiki/Shengli_Oil_Project_(Shandong,_China)",,37.4886000,118.5197000,exact,project level location,onshore,,Junggar,
L100000314098,Shwe Gas Project (Myanmar),,gas,Myanmar,,conventional,operating,,2023,2004,,2013,POSCO Daewoo International,Korea Gas Corp [8%]; POSCO DAEWOO Corp [51%]; ONGC Videsh Ltd [17%]; GAIL (India) Ltd [8%]; Myanmar Oil and Gas Enterprise [15%],POSCO Group [51.0%]; Oil and Natural Gas Corporation Ltd [17.0%]; GAIL (India) Ltd [8.5%]; Korea Gas Corp [8.5%]; Government of Myanmar; Myanmar Oil and Gas Enterprise,,,https://www.gem.wiki/Shwe_Gas_Project_(Myanmar),,19.36,92.55,exact,project level location,offshore,,,blocks A-1 and A-3
L100000318158,Siakap North-Petai Oil and Gas Project (Malaysia),,oil and gas,Malaysia,,conventional,operating,,2023,2007,,2014,PTT Exploration and Production,PTT Exploration and Production PCL [22%]; ConocoPhillips Corp [21%]; Shell PLC [21%]; Petroliam Nasional Bhd [26%]; PT Pertamina (Persero) PT [9%],Petroliam Nasional Bhd [26.0%]; PTT Exploration and Production PCL [22.4%]; ConocoPhillips Corp [21.0%]; Shell PLC [21.0%]; PT Pertamina (Persero) PT [9.6%],,"L100000314072, L100000312061, L100000318158",https://www.gem.wiki/Siakap_North-Petai_Oil_and_Gas_Project_(Malaysia),SNP,6.0750000,114.3430000,exact,project level location,offshore,,,Block G
L100000320301,"Sirius Gas Project (Guajira, Colombia)",Sirius,gas,Colombia,Guajira,conventional,discovered,,2025,2022,,,Petróleo Brasileiro,Petróleo Brasileiro SA [44%]; Ecopetrol SA [55%],Ecopetrol SA [55.6%]; Petróleo Brasileiro SA [44.4%],,L100000320301,"https://www.gem.wiki/Sirius_Gas_Project_(Guajira,_Colombia)",Uchuva,11.5910000,-73.6890000,exact,project level location,offshore,,,
L100000318154,SK10 Gas Project (Malaysia),,gas,Malaysia,,conventional,operating,,2024,1990,,2003,ENEOS Xplora Malaysia,ENEOS Xplora Malaysia Ltd [75%]; Petronas Carigali Sdn Bhd [25%],ENEOS Holdings Inc [59.0%]; Petroliam Nasional Bhd [25.0%]; INPEX Corp [11.2%]; Mitsubishi Corp [4.7%],,"L100000318159, L100000318154, L100000312025, L100000312036",https://www.gem.wiki/SK10_Gas_Project_(Malaysia),,4.7860000,113.4950000,exact,project level location,offshore,,,SK10
L100001080422,SK309 & SK311 Oil and Gas Project (Malaysia),,oil and gas,Malaysia,,conventional,operating,,2024,,,2003,PTTEP Sarawak Oil,PTTEP Sarawak Oil Ltd [59%]; PT Pertamina Malaysia EP [25%]; Petronas Carigali Sdn Bhd [15%],PTT PCL [59.5%]; PT Pertamina Malaysia EP [25.5%]; Petroliam Nasional Bhd [15.0%],,"L100000312093, L100000312092, L100001080440, L100000312080",https://www.gem.wiki/SK309_&_SK311_Oil_and_Gas_Project_(Malaysia),,3.83,113.01,approximate,project level location,offshore,,,SK309; SK311
L100000324169,SK408 Oil and Gas Project (Malaysia),,oil and gas,Malaysia,,conventional,operating,,2024,2014,2018,,SapuraOMV,TotalEnergies SE [40%]; Sarawak Shell Bhd [30%]; Petronas Carigali Sdn Bhd [30%],TotalEnergies SE [40.0%]; Petroliam Nasional Bhd [30.0%]; Shell PLC,,"L100000311921, L100000311922, L100000311919, L100001063903",https://www.gem.wiki/SK408_Oil_and_Gas_Project_(Malaysia),,4.7243333,112.6578000,approximate,project level location,offshore,,,SK408
L100001064234,SK8 Oil and Gas Project (Malaysia),,oil and gas,Malaysia,,conventional,operating,,2024,,,,Petronas Carigali,Petronas Carigali Sdn Bhd [100%],Petroliam Nasional Bhd [100.0%],,L100000312065,https://www.gem.wiki/SK8_Oil_and_Gas_Project_(Malaysia),,5.2843471,111.8795293,approximate,location derived from fields,offshore,,,SK8
L100000312504,"Sorovskoye Oil and Gas Project (Khanty-Mansi Autonomous Okrug, Russia)",Соровское,oil and gas,Russia,Khanty-Mansi Autonomous Okrug,mixed,operating,,2023,2002,,,,,,,"L100000312504, L100000321173, L100000321172","https://www.gem.wiki/Sorovskoye_Oil_and_Gas_Project_(Khanty-Mansi_Autonomous_Okrug,_Russia)",,59.8339000,71.2489000,exact,project level location,onshore,,West Siberian,Vostochno-Salymsky; Vostochno-Vuemsky
L100000312680,Southern Fields Gas Project (Algeria),,gas,Algeria,,conventional,,,,,,,In Salah Gas,,,,,https://www.gem.wiki/Southern_Fields_Gas_Project_(Algeria),,27.1390000,3.5220000,approximate,project level location,onshore,,,
L100000314110,South Pars Oil and Gas Project (Iran),,oil and gas,Iran,,conventional,operating,,2025,1990,,2002,Pars Oil and Gas,National Iranian Oil Co [100%],National Iranian Oil Co [100.0%],,"L100000312248, L100000312253, L100000312258, L100000312250, L100000312249, L100000312252, L100000312254, L100000312257, L100000312247, L100000312246, L100000312255, L100000312251, L100000312256, L100000312245",https://www.gem.wiki/South_Pars_Oil_and_Gas_Project_(Iran),South Pars (all Phases),26.8614000,52.1813000,exact,project level location,offshore,,,
L100000323360,"Srednebotuobinskoye Oil and Gas Project (Sakha Republic, Russia)",Среднеботуобинское,oil and gas,Russia,Sakha Republic,conventional,operating,,2023,,,,,,,,"L100000323359, L100000323360, L100000323376, L100000312434","https://www.gem.wiki/Srednebotuobinskoye_Oil_and_Gas_Project_(Sakha_Republic,_Russia)",,61.7896000,113.1291000,exact,project level location,onshore,,Lena-Tunguska,Central oil block of the Srednebotuobinskoye field; Kurungsky; Section Eastern blocks III-IV of Srednebotuobinskoye field; Srednebotuobinskoye field; Tektuysky
L100000320838,"Suizhong 36-1/Luda 5-2 Adjustment Oil Project (Liaoning, China)",绥中36-1/旅大5-2二次调整,oil,China,Liaoning,conventional,operating,,2025,2023,,2024,CNOOC,CNOOC Ltd [100%],CNOOC Ltd [100.0%],,L100000320838,"https://www.gem.wiki/Suizhong_36-1/Luda_5-2_Adjustment_Oil_Project_(Liaoning,_China)",,39.9501000,120.8360000,exact,project level location,offshore,,,
L100000310825,"Sulige Gas Project (Inner Mongolia, China)",苏里格,gas,China,Inner Mongolia,conventional,operating,,2025,2000,,2006,PetroChina Changqing Oilfield Sulige Development,PetroChina Changqing Oilfield Sulige Development Co [100%],PetroChina Co Ltd [100.0%],,L100000320803,"https://www.gem.wiki/Sulige_Gas_Project_(Inner_Mongolia,_China)",,38.5640000,108.3060000,exact,project level location,onshore,,Ordos,Sulige South
L100000323345,"Surat North Gas Project (Queensland, Australia)",,gas,Australia,Queensland,,in-development,,2025,,2024,,,Arrow Energy [100%],PetroChina Co Ltd [50.0%]; Shell PLC [50.0%],,,"https://www.gem.wiki/Surat_North_Gas_Project_(Queensland,_Australia)","Phase II, Girrahween Development",,,,,onshore,,Surat basin,
L100000312567,"Talakanskoye Oil and Gas Project (Republic of Sakha, Russia)",Талаканское,oil and gas,Russia,Republic of Sakha,conventional,operating,,2023,1987,,2008,Surgutneftegas,Surgutneftegas PJSC [100%],Surgutneftegas PJSC [100.0%],,"L100000312373, L100000312567, L100000321100","https://www.gem.wiki/Talakanskoye_Oil_and_Gas_Project_(Republic_of_Sakha,_Russia)",Talakan,59.8842000,110.5339000,exact,project level location,onshore,,Lena-Tunguska,Central Talakanskoye license block; Eastern Talakansky license block; Severo-Talakansky; Yuzhno-Talakansky
L100000318456,"Tambeyskoye Oil and Gas Project (Yamalo-Nenets Autonomous Okrug, Russia)",Тамбейская группа месторождений,oil and gas,Russia,Yamalo-Nenets Autonomous Okrug,conventional,discovered,,2024,2024,,,Gazprom Dobycha Tambey,Gazprom Dobycha Tambey LLC [100%],Gazprom PJSC [50.0%]; RusGazDobycha JSC [50.0%],,L100000318573,"https://www.gem.wiki/Tambeyskoye_Oil_and_Gas_Project_(Yamalo-Nenets_Autonomous_Okrug,_Russia)",,71.7327000,71.9856000,approximate,project level location,onshore,,West Siberian,Malyginsky
L100000324181,Tangga Barat Cluster Gas Project (Malaysia),,gas,Malaysia,,conventional,operating,,2025,,2010,,Petronas Carigali,Petronas Carigali Sdn Bhd [100%],Petroliam Nasional Bhd [100.0%],,"L100000312032, L100000312060",https://www.gem.wiki/Tangga_Barat_Cluster_Gas_Project_(Malaysia),,6.2550946,104.0458294,approximate,location derived from fields,offshore,,,PM313
L100000312875,Tangguh Block Gas Project (Indonesia),,gas,Indonesia,,conventional,operating,,2025,1994,,2009,BP Berau,Mi Berau BV [16%]; Nippon Oil Exploration (Berau) [12%]; BP PLC [40%]; Indonesia Natural Gas Resources Muturi [7%]; KG Wiriagar Petroleum [1%]; CNOOC Muturi [13%]; KG Berau Petroleum [8%],BP PLC [40.2%]; Mitsubishi Corp [13.9%]; CNOOC Ltd [13.9%]; ENEOS Group [12.2%]; INPEX Corp [10.9%]; Indonesia Natural Gas Resources Muturi [7.4%]; KG Wiriagar Petroleum [1.4%]; China National Offshore Oil Corp,,"L100000312853, L100000312875, L100000317151, L100000312868, L100000317152, L100000312867, L100000320892",https://www.gem.wiki/Tangguh_Block_Gas_Project_(Indonesia),,-2.2694000,133.1013000,exact,project level location,offshore,,,Berau; Tangguh
